speed 38400 baud; line = 0;
min = 1; time = 0;
-brkint -icrnl -imaxbel
-onlcr
-isig -icanon -echo
Q31
Q11
14:16:02 # Thu May 31 14:16:02 2001
14:16:02 # IOM Initialization
14:16:02 # TTY Initialization
14:16:03 # IO Initialization
14:16:03 # IO Initialization complete
14:16:03 # IOM Commencement
14:16:03 Analog: L@: 1.774384  # 1.774384  ( 1 )
14:16:03 ! MODE D @@@A
14:16:03 ! MODE B @@@A
20:37:10 Analog: L@: 1.748367  # 1.75832884415  ( 382 )
20:38:10 Analog: L@: 1.753570  # 1.75594942207  ( 383 )
20:39:10 Analog: L@: 1.766579  # 1.76126421104  ( 384 )
20:40:10 Analog: L@: 1.763977  # 1.76262060552  ( 385 )
20:41:10 Analog: L@: 1.766579  # 1.76459980276  ( 386 )
20:42:10 Analog: L@: 1.766579  # 1.76558940138  ( 387 )
20:43:10 Analog: L@: 1.769181  # 1.76738520069  ( 388 )
20:44:10 Analog: L@: 1.766579  # 1.76698210034  ( 389 )
20:45:10 Analog: L@: 1.756172  # 1.76157705017  ( 390 )
20:46:10 Analog: L@: 1.766579  # 1.76407802509  ( 391 )
20:47:10 Analog: L@: 1.769181  # 1.76662951254  ( 392 )
20:48:10 Analog: L@: 1.756172  # 1.76140075627  ( 393 )
20:49:10 Analog: L@: 1.763977  # 1.76268887814  ( 394 )
20:50:10 Analog: L@: 1.769181  # 1.76593493907  ( 395 )
20:51:11 Analog: L@: 1.771783  # 1.76885896953  ( 396 )
20:52:11 Analog: L@: 1.771783  # 1.77032098477  ( 397 )
20:53:11 Analog: L@: 1.766579  # 1.76844999238  ( 398 )
20:54:11 Analog: L@: 1.758774  # 1.76361199619  ( 399 )
20:55:11 Analog: L@: 1.753570  # 1.7585909981  ( 400 )
20:56:11 Analog: L@: 1.769181  # 1.76388599905  ( 401 )
20:57:11 Analog: L@: 1.761376  # 1.76263099952  ( 402 )
20:58:11 Analog: L@: 1.756172  # 1.75940149976  ( 403 )
20:59:11 Analog: L@: 1.769181  # 1.76429124988  ( 404 )
21:00:11 Analog: L@: 1.756172  # 1.76023162494  ( 405 )
21:01:11 Analog: L@: 1.769181  # 1.76470631247  ( 406 )
21:02:11 Analog: L@: 1.769181  # 1.76694365624  ( 407 )
21:03:11 Analog: L@: 1.758774  # 1.76285882812  ( 408 )
21:04:11 Analog: L@: 1.769181  # 1.76601991406  ( 409 )
21:05:11 Analog: L@: 1.766579  # 1.76629945703  ( 410 )
21:06:11 Analog: L@: 1.758774  # 1.76253672851  ( 411 )
21:07:11 Analog: L@: 1.769181  # 1.76585886426  ( 412 )
21:08:11 Analog: L@: 1.763977  # 1.76491793213  ( 413 )
21:09:11 Analog: L@: 1.763977  # 1.76444746606  ( 414 )
21:10:11 Analog: L@: 1.758774  # 1.76161073303  ( 415 )
21:11:11 Analog: L@: 1.761376  # 1.76149336652  ( 416 )
21:12:11 Analog: L@: 1.769181  # 1.76533718326  ( 417 )
21:13:11 Analog: L@: 1.769181  # 1.76725909163  ( 418 )
21:14:11 Analog: L@: 1.769181  # 1.76822004581  ( 419 )
21:15:11 Analog: L@: 1.761376  # 1.76479802291  ( 420 )
21:16:11 Analog: L@: 1.771783  # 1.76829051145  ( 421 )
21:17:11 Analog: L@: 1.758774  # 1.76353225573  ( 422 )
21:18:11 Analog: L@: 1.763977  # 1.76375462786  ( 423 )
21:19:11 Analog: L@: 1.758774  # 1.76126431393  ( 424 )
21:20:11 Analog: L@: 1.758774  # 1.76001915697  ( 425 )
21:21:11 Analog: L@: 1.769181  # 1.76460007848  ( 426 )
21:22:11 Analog: L@: 1.774384  # 1.76949203924  ( 427 )
21:23:11 Analog: L@: 1.766579  # 1.76803551962  ( 428 )
21:24:11 Analog: L@: 1.753570  # 1.76080275981  ( 429 )
21:25:11 Analog: L@: 1.766579  # 1.76369087991  ( 430 )
21:26:11 Analog: L@: 1.766579  # 1.76513493995  ( 431 )
21:27:11 Analog: L@: 1.756172  # 1.76065346998  ( 432 )
21:28:12 Analog: L@: 1.769181  # 1.76491723499  ( 433 )
21:29:12 Analog: L@: 1.756172  # 1.76054461749  ( 434 )
21:30:12 Analog: L@: 1.766579  # 1.76356180875  ( 435 )
21:31:12 Analog: L@: 1.753570  # 1.75856590437  ( 436 )
21:32:12 Analog: L@: 1.769181  # 1.76387345219  ( 437 )
21:33:12 Analog: L@: 1.748367  # 1.75612022609  ( 438 )
21:34:12 Analog: L@: 1.758774  # 1.75744711305  ( 439 )
21:35:12 Analog: L@: 1.766579  # 1.76201305652  ( 440 )
21:36:12 Analog: L@: 1.758774  # 1.76039352826  ( 441 )
21:37:12 Analog: L@: 1.769181  # 1.76478726413  ( 442 )
21:38:12 Analog: L@: 1.766579  # 1.76568313207  ( 443 )
21:39:12 Analog: L@: 1.769181  # 1.76743206603  ( 444 )
21:40:12 Analog: L@: 1.766579  # 1.76700553302  ( 445 )
21:41:12 Analog: L@: 1.763977  # 1.76549126651  ( 446 )
21:42:12 Analog: L@: 1.771783  # 1.76863713325  ( 447 )
21:43:12 Analog: L@: 1.769181  # 1.76890906663  ( 448 )
21:44:12 Analog: L@: 1.756172  # 1.76254053331  ( 449 )
21:45:12 Analog: L@: 1.769181  # 1.76586076666  ( 450 )
21:46:12 Analog: L@: 1.758774  # 1.76231738333  ( 451 )
21:47:12 Analog: L@: 1.758774  # 1.76054569166  ( 452 )
21:48:12 Analog: L@: 1.758774  # 1.75965984583  ( 453 )
21:49:12 Analog: L@: 1.766579  # 1.76311942292  ( 454 )
21:50:12 Analog: L@: 1.758774  # 1.76094671146  ( 455 )
21:51:12 Analog: L@: 1.758774  # 1.75986035573  ( 456 )
21:52:12 Analog: L@: 1.774384  # 1.76712217786  ( 457 )
21:53:12 Analog: L@: 1.766579  # 1.76685058893  ( 458 )
21:54:12 Analog: L@: 1.766579  # 1.76671479447  ( 459 )
21:55:12 Analog: L@: 1.774384  # 1.77054939723  ( 460 )
21:56:12 Analog: L@: 1.758774  # 1.76466169862  ( 461 )
21:57:12 Analog: L@: 1.750969  # 1.75781534931  ( 462 )
21:58:12 Analog: L@: 1.766579  # 1.76219717465  ( 463 )
21:59:12 Analog: L@: 1.771783  # 1.76699008733  ( 464 )
22:00:12 Analog: L@: 1.774384  # 1.77068704366  ( 465 )
22:01:12 Analog: L@: 1.769181  # 1.76993402183  ( 466 )
22:02:12 Analog: L@: 1.769181  # 1.76955751092  ( 467 )
22:03:12 Analog: L@: 1.761376  # 1.76546675546  ( 468 )
22:04:12 Analog: L@: 1.769181  # 1.76732387773  ( 469 )
22:05:13 Analog: L@: 1.771783  # 1.76955343886  ( 470 )
22:06:13 Analog: L@: 1.766579  # 1.76806621943  ( 471 )
22:07:13 Analog: L@: 1.761376  # 1.76472110972  ( 472 )
22:08:13 Analog: L@: 1.766579  # 1.76565005486  ( 473 )
22:09:13 Analog: L@: 1.761376  # 1.76351302743  ( 474 )
22:10:13 Analog: L@: 1.769181  # 1.76634701371  ( 475 )
22:11:13 Analog: L@: 1.771783  # 1.76906500686  ( 476 )
22:12:13 Analog: L@: 1.769181  # 1.76912300343  ( 477 )
22:13:13 Analog: L@: 1.758774  # 1.76394850171  ( 478 )
22:14:13 Analog: L@: 1.774384  # 1.76916625086  ( 479 )
22:15:13 Analog: L@: 1.756172  # 1.76266912543  ( 480 )
22:16:13 Analog: L@: 1.774384  # 1.76852656271  ( 481 )
22:17:13 Analog: L@: 1.761376  # 1.76495128136  ( 482 )
22:18:13 Analog: L@: 1.771783  # 1.76836714068  ( 483 )
22:19:13 Analog: L@: 1.771783  # 1.77007507034  ( 484 )
22:20:13 Analog: L@: 1.753570  # 1.76182253517  ( 485 )
22:21:13 Analog: L@: 1.774384  # 1.76810326758  ( 486 )
22:22:13 Analog: L@: 1.758774  # 1.76343863379  ( 487 )
22:23:13 Analog: L@: 1.769181  # 1.7663098169  ( 488 )
22:24:13 Analog: L@: 1.763977  # 1.76514340845  ( 489 )
22:25:13 Analog: L@: 1.769181  # 1.76716220422  ( 490 )
22:26:13 Analog: L@: 1.766579  # 1.76687060211  ( 491 )
22:27:13 Analog: L@: 1.758774  # 1.76282230106  ( 492 )
22:28:13 Analog: L@: 1.758774  # 1.76079815053  ( 493 )
22:29:13 Analog: L@: 1.782189  # 1.77149357526  ( 494 )
22:30:13 Analog: L@: 1.758774  # 1.76513378763  ( 495 )
22:31:13 Analog: L@: 1.774384  # 1.76975889382  ( 496 )
22:32:13 Analog: L@: 1.766579  # 1.76816894691  ( 497 )
22:33:13 Analog: L@: 1.758774  # 1.76347147345  ( 498 )
22:34:13 Analog: L@: 1.774384  # 1.76892773673  ( 499 )
22:35:13 Analog: L@: 1.769181  # 1.76905436836  ( 500 )
22:36:13 Analog: L@: 1.771783  # 1.77041868418  ( 501 )
22:37:13 Analog: L@: 1.769181  # 1.76979984209  ( 502 )
22:38:13 Analog: L@: 1.771783  # 1.77079142105  ( 503 )
22:39:13 Analog: L@: 1.774384  # 1.77258771052  ( 504 )
22:40:13 Analog: L@: 1.758774  # 1.76568085526  ( 505 )
22:41:13 Analog: L@: 1.761376  # 1.76352842763  ( 506 )
22:42:13 Analog: L@: 1.761376  # 1.76245221382  ( 507 )
22:43:14 Analog: L@: 1.771783  # 1.76711760691  ( 508 )
22:44:14 Analog: L@: 1.758774  # 1.76294580345  ( 509 )
22:45:14 Analog: L@: 1.766579  # 1.76476240173  ( 510 )
22:46:14 Analog: L@: 1.774384  # 1.76957320086  ( 511 )
22:47:14 Analog: L@: 1.774384  # 1.77197860043  ( 512 )
22:48:14 Analog: L@: 1.758774  # 1.76537630022  ( 513 )
22:49:14 Analog: L@: 1.769181  # 1.76727865011  ( 514 )
22:50:14 Analog: L@: 1.758774  # 1.76302632505  ( 515 )
22:51:14 Analog: L@: 1.761376  # 1.76220116253  ( 516 )
22:52:14 Analog: L@: 1.769181  # 1.76569108126  ( 517 )
22:53:14 Analog: L@: 1.774384  # 1.77003754063  ( 518 )
22:54:14 Analog: L@: 1.771783  # 1.77091027032  ( 519 )
22:55:14 Analog: L@: 1.776986  # 1.77394813516  ( 520 )
22:56:14 Analog: L@: 1.771783  # 1.77286556758  ( 521 )
22:57:14 Analog: L@: 1.774384  # 1.77362478379  ( 522 )
22:58:14 Analog: L@: 1.776986  # 1.77530539189  ( 523 )
22:59:14 Analog: L@: 1.774384  # 1.77484469595  ( 524 )
23:00:14 Analog: L@: 1.756172  # 1.76550834797  ( 525 )
23:01:14 Analog: L@: 1.769181  # 1.76734467399  ( 526 )
23:02:14 Analog: L@: 1.761376  # 1.76436033699  ( 527 )
23:03:14 Analog: L@: 1.766579  # 1.7654696685  ( 528 )
23:04:14 Analog: L@: 1.774384  # 1.76992683425  ( 529 )
23:05:14 Analog: L@: 1.753570  # 1.76174841712  ( 530 )
23:06:14 Analog: L@: 1.761376  # 1.76156220856  ( 531 )
23:07:14 Analog: L@: 1.769181  # 1.76537160428  ( 532 )
23:08:14 Analog: L@: 1.766579  # 1.76597530214  ( 533 )
23:09:14 Analog: L@: 1.763977  # 1.76497615107  ( 534 )
23:10:14 Analog: L@: 1.763977  # 1.76447657554  ( 535 )
23:11:14 Analog: L@: 1.758774  # 1.76162528777  ( 536 )
23:12:14 Analog: L@: 1.756172  # 1.75889864388  ( 537 )
23:13:14 Analog: L@: 1.766579  # 1.76273882194  ( 538 )
23:14:14 Analog: L@: 1.774384  # 1.76856141097  ( 539 )
23:15:14 Analog: L@: 1.761376  # 1.76496870549  ( 540 )
23:16:14 Analog: L@: 1.756172  # 1.76057035274  ( 541 )
23:17:14 Analog: L@: 1.766579  # 1.76357467637  ( 542 )
23:18:14 Analog: L@: 1.758774  # 1.76117433819  ( 543 )
23:19:15 Analog: L@: 1.761376  # 1.76127516909  ( 544 )
23:20:15 Analog: L@: 1.766579  # 1.76392708455  ( 545 )
23:21:15 Analog: L@: 1.758774  # 1.76135054227  ( 546 )
23:22:15 Analog: L@: 1.769181  # 1.76526577114  ( 547 )
23:23:15 Analog: L@: 1.753570  # 1.75941788557  ( 548 )
23:24:15 Analog: L@: 1.769181  # 1.76429944278  ( 549 )
23:25:15 Analog: L@: 1.763977  # 1.76413822139  ( 550 )
23:26:15 Analog: L@: 1.771783  # 1.7679606107  ( 551 )
23:27:15 Analog: L@: 1.769181  # 1.76857080535  ( 552 )
23:28:15 Analog: L@: 1.771783  # 1.77017690267  ( 553 )
23:29:15 Analog: L@: 1.753570  # 1.76187345134  ( 554 )
23:30:15 Analog: L@: 1.771783  # 1.76682822567  ( 555 )
23:31:15 Analog: L@: 1.758774  # 1.76280111283  ( 556 )
23:32:15 Analog: L@: 1.769181  # 1.76599105642  ( 557 )
23:33:15 Analog: L@: 1.756172  # 1.76108152821  ( 558 )
23:34:15 Analog: L@: 1.758774  # 1.7599277641  ( 559 )
23:35:15 Analog: L@: 1.763977  # 1.76195238205  ( 560 )
23:36:15 Analog: L@: 1.771783  # 1.76686769103  ( 561 )
23:37:15 Analog: L@: 1.766579  # 1.76672334551  ( 562 )
23:38:15 Analog: L@: 1.771783  # 1.76925317276  ( 563 )
23:39:15 Analog: L@: 1.774384  # 1.77181858638  ( 564 )
23:40:15 Analog: L@: 1.774384  # 1.77310129319  ( 565 )
23:41:15 Analog: L@: 1.758774  # 1.76593764659  ( 566 )
23:42:15 Analog: L@: 1.769181  # 1.7675593233  ( 567 )
23:43:15 Analog: L@: 1.758774  # 1.76316666165  ( 568 )
23:44:15 Analog: L@: 1.769181  # 1.76617383082  ( 569 )
23:45:15 Analog: L@: 1.766579  # 1.76637641541  ( 570 )
23:46:15 Analog: L@: 1.771783  # 1.76907970771  ( 571 )
23:47:15 Analog: L@: 1.761376  # 1.76522785385  ( 572 )
23:48:15 Analog: L@: 1.761376  # 1.76330192693  ( 573 )
23:49:15 Analog: L@: 1.758774  # 1.76103796346  ( 574 )
23:50:15 Analog: L@: 1.774384  # 1.76771098173  ( 575 )
23:51:15 Analog: L@: 1.758774  # 1.76324249087  ( 576 )
23:52:15 Analog: L@: 1.769181  # 1.76621174543  ( 577 )
23:53:15 Analog: L@: 1.758774  # 1.76249287272  ( 578 )
23:54:15 Analog: L@: 1.761376  # 1.76193443636  ( 579 )
23:55:15 Analog: L@: 1.774384  # 1.76815921818  ( 580 )
23:56:15 Analog: L@: 1.763977  # 1.76606810909  ( 581 )
23:57:16 Analog: L@: 1.769181  # 1.76762455454  ( 582 )
23:58:16 Analog: L@: 1.756172  # 1.76189827727  ( 583 )
23:59:16 Analog: L@: 1.769181  # 1.76553963864  ( 584 )
00:00:16 # Fri Jun  1 00:00:16 2001
00:00:16 Analog: L@: 1.763977  # 1.76475831932  ( 585 )
00:01:16 Analog: L@: 1.756172  # 1.76046515966  ( 586 )
00:02:16 Analog: L@: 1.776986  # 1.76872557983  ( 587 )
00:03:16 Analog: L@: 1.763977  # 1.76635128991  ( 588 )
00:04:16 Analog: L@: 1.763977  # 1.76516414496  ( 589 )
00:05:16 Analog: L@: 1.758774  # 1.76196907248  ( 590 )
00:06:16 Analog: L@: 1.774384  # 1.76817653624  ( 591 )
00:07:16 Analog: L@: 1.771783  # 1.76997976812  ( 592 )
00:08:16 Analog: L@: 1.756172  # 1.76307588406  ( 593 )
00:09:16 Analog: L@: 1.758774  # 1.76092494203  ( 594 )
00:10:16 Analog: L@: 1.769181  # 1.76505297101  ( 595 )
00:11:16 Analog: L@: 1.774384  # 1.76971848551  ( 596 )
00:12:16 Analog: L@: 1.771783  # 1.77075074275  ( 597 )
00:13:16 Analog: L@: 1.766579  # 1.76866487138  ( 598 )
00:14:16 Analog: L@: 1.776986  # 1.77282543569  ( 599 )
00:15:16 Analog: L@: 1.769181  # 1.77100321784  ( 600 )
00:16:16 Analog: L@: 1.769181  # 1.77009210892  ( 601 )
00:17:16 Analog: L@: 1.766579  # 1.76833555446  ( 602 )
00:18:16 Analog: L@: 1.771783  # 1.77005927723  ( 603 )
00:19:16 Analog: L@: 1.769181  # 1.76962013862  ( 604 )
00:20:16 Analog: L@: 1.776986  # 1.77330306931  ( 605 )
00:21:16 Analog: L@: 1.774384  # 1.77384353465  ( 606 )
00:22:16 Analog: L@: 1.771783  # 1.77281326733  ( 607 )
00:23:16 Analog: L@: 1.771783  # 1.77229813366  ( 608 )
00:24:16 Analog: L@: 1.763977  # 1.76813756683  ( 609 )
00:25:16 Analog: L@: 1.774384  # 1.77126078342  ( 610 )
00:26:16 Analog: L@: 1.761376  # 1.76631839171  ( 611 )
00:27:16 Analog: L@: 1.769181  # 1.76774969585  ( 612 )
00:28:16 Analog: L@: 1.766579  # 1.76716434793  ( 613 )
00:29:16 Analog: L@: 1.763977  # 1.76557067396  ( 614 )
00:30:16 Analog: L@: 1.761376  # 1.76347333698  ( 615 )
00:31:16 Analog: L@: 1.771783  # 1.76762816849  ( 616 )
00:32:16 Analog: L@: 1.774384  # 1.77100608425  ( 617 )
00:33:16 Analog: L@: 1.758774  # 1.76489004212  ( 618 )
00:34:17 Analog: L@: 1.758774  # 1.76183202106  ( 619 )
00:35:17 Analog: L@: 1.766579  # 1.76420551053  ( 620 )
00:36:17 Analog: L@: 1.771783  # 1.76799425527  ( 621 )
00:37:17 Analog: L@: 1.758774  # 1.76338412763  ( 622 )
00:38:17 Analog: L@: 1.758774  # 1.76107906382  ( 623 )
00:39:17 Analog: L@: 1.769181  # 1.76513003191  ( 624 )
00:40:17 Analog: L@: 1.774384  # 1.76975701595  ( 625 )
00:41:17 Analog: L@: 1.766579  # 1.76816800798  ( 626 )
00:42:17 Analog: L@: 1.756172  # 1.76217000399  ( 627 )
00:43:17 Analog: L@: 1.769181  # 1.76567550199  ( 628 )
00:44:17 Analog: L@: 1.769181  # 1.767428251  ( 629 )
00:45:17 Analog: L@: 1.774384  # 1.7709061255  ( 630 )
00:46:17 Analog: L@: 1.771783  # 1.77134456275  ( 631 )
00:47:17 Analog: L@: 1.763977  # 1.76766078137  ( 632 )
00:48:17 Analog: L@: 1.763977  # 1.76581889069  ( 633 )
00:49:17 Analog: L@: 1.758774  # 1.76229644534  ( 634 )
00:50:17 Analog: L@: 1.771783  # 1.76703972267  ( 635 )
00:51:17 Analog: L@: 1.761376  # 1.76420786134  ( 636 )
00:52:17 Analog: L@: 1.769181  # 1.76669443067  ( 637 )
00:53:17 Analog: L@: 1.761376  # 1.76403521533  ( 638 )
00:54:17 Analog: L@: 1.769181  # 1.76660810767  ( 639 )
00:55:17 Analog: L@: 1.763977  # 1.76529255383  ( 640 )
00:56:17 Analog: L@: 1.763977  # 1.76463477692  ( 641 )
00:57:17 Analog: L@: 1.756172  # 1.76040338846  ( 642 )
00:58:17 Analog: L@: 1.761376  # 1.76088969423  ( 643 )
00:59:17 Analog: L@: 1.774384  # 1.76763684711  ( 644 )
01:00:17 Analog: L@: 1.769181  # 1.76840892356  ( 645 )
01:01:17 Analog: L@: 1.769181  # 1.76879496178  ( 646 )
01:02:17 Analog: L@: 1.774384  # 1.77158948089  ( 647 )
01:03:17 Analog: L@: 1.774384  # 1.77298674044  ( 648 )
01:04:17 Analog: L@: 1.774384  # 1.77368537022  ( 649 )
01:05:17 Analog: L@: 1.769181  # 1.77143318511  ( 650 )
01:06:17 Analog: L@: 1.766579  # 1.76900609256  ( 651 )
01:07:17 Analog: L@: 1.776986  # 1.77299604628  ( 652 )
01:08:17 Analog: L@: 1.771783  # 1.77238952314  ( 653 )
01:09:17 Analog: L@: 1.756172  # 1.76428076157  ( 654 )
01:10:17 Analog: L@: 1.753570  # 1.75892538078  ( 655 )
01:11:17 Analog: L@: 1.758774  # 1.75884969039  ( 656 )
01:12:18 Analog: L@: 1.758774  # 1.7588118452  ( 657 )
01:13:18 Analog: L@: 1.771783  # 1.7652974226  ( 658 )
01:14:18 Analog: L@: 1.774384  # 1.7698407113  ( 659 )
01:15:18 Analog: L@: 1.774384  # 1.77211235565  ( 660 )
01:16:18 Analog: L@: 1.774384  # 1.77324817782  ( 661 )
01:17:18 Analog: L@: 1.761376  # 1.76731208891  ( 662 )
01:18:18 Analog: L@: 1.761376  # 1.76434404446  ( 663 )
01:19:18 Analog: L@: 1.771783  # 1.76806352223  ( 664 )
01:20:18 Analog: L@: 1.758774  # 1.76341876111  ( 665 )
01:21:18 Analog: L@: 1.761376  # 1.76239738056  ( 666 )
01:22:18 Analog: L@: 1.784791  # 1.77359419028  ( 667 )
01:23:18 Analog: L@: 1.771783  # 1.77268859514  ( 668 )
01:24:18 Analog: L@: 1.774384  # 1.77353629757  ( 669 )
01:25:18 Analog: L@: 1.771783  # 1.77265964878  ( 670 )
01:26:18 Analog: L@: 1.763977  # 1.76831832439  ( 671 )
01:27:18 Analog: L@: 1.758774  # 1.7635461622  ( 672 )
01:28:18 Analog: L@: 1.771783  # 1.7676645811  ( 673 )
01:29:18 Analog: L@: 1.769181  # 1.76842279055  ( 674 )
01:30:18 Analog: L@: 1.761376  # 1.76489939527  ( 675 )
01:31:18 Analog: L@: 1.774384  # 1.76964169764  ( 676 )
01:32:18 Analog: L@: 1.774384  # 1.77201284882  ( 677 )
01:33:18 Analog: L@: 1.766579  # 1.76929592441  ( 678 )
01:34:18 Analog: L@: 1.771783  # 1.7705394622  ( 679 )
01:35:18 Analog: L@: 1.763977  # 1.7672582311  ( 680 )
01:36:18 Analog: L@: 1.763977  # 1.76561761555  ( 681 )
01:37:18 Analog: L@: 1.774384  # 1.77000080778  ( 682 )
01:38:18 Analog: L@: 1.774384  # 1.77219240389  ( 683 )
01:39:18 Analog: L@: 1.771783  # 1.77198770194  ( 684 )
01:40:18 Analog: L@: 1.771783  # 1.77188535097  ( 685 )
01:41:18 Analog: L@: 1.761376  # 1.76663067549  ( 686 )
01:42:18 Analog: L@: 1.774384  # 1.77050733774  ( 687 )
01:43:18 Analog: L@: 1.766579  # 1.76854316887  ( 688 )
01:44:18 Analog: L@: 1.758774  # 1.76365858444  ( 689 )
01:45:18 Analog: L@: 1.758774  # 1.76121629222  ( 690 )
01:46:18 Analog: L@: 1.774384  # 1.76780014611  ( 691 )
01:47:18 Analog: L@: 1.761376  # 1.76458807305  ( 692 )
01:48:18 Analog: L@: 1.763977  # 1.76428253653  ( 693 )
01:49:19 Analog: L@: 1.763977  # 1.76412976826  ( 694 )
01:50:19 Analog: L@: 1.761376  # 1.76275288413  ( 695 )
01:51:19 Analog: L@: 1.774384  # 1.76856844207  ( 696 )
01:52:19 Analog: L@: 1.763977  # 1.76627272103  ( 697 )
01:53:19 Analog: L@: 1.771783  # 1.76902786052  ( 698 )
01:54:19 Analog: L@: 1.771783  # 1.77040543026  ( 699 )
01:55:19 Analog: L@: 1.756172  # 1.76328871513  ( 700 )
01:56:19 Analog: L@: 1.769181  # 1.76623485756  ( 701 )
01:57:19 Analog: L@: 1.769181  # 1.76770792878  ( 702 )
01:58:19 Analog: L@: 1.774384  # 1.77104596439  ( 703 )
01:59:19 Analog: L@: 1.766579  # 1.7688124822  ( 704 )
02:00:19 Analog: L@: 1.779588  # 1.7742002411  ( 705 )
02:01:19 Analog: L@: 1.771783  # 1.77299162055  ( 706 )
02:02:19 Analog: L@: 1.763977  # 1.76848431027  ( 707 )
02:03:19 Analog: L@: 1.761376  # 1.76493015514  ( 708 )
02:04:19 Analog: L@: 1.758774  # 1.76185207757  ( 709 )
02:05:19 Analog: L@: 1.771783  # 1.76681753878  ( 710 )
02:06:19 Analog: L@: 1.774384  # 1.77060076939  ( 711 )
02:07:19 Analog: L@: 1.771783  # 1.7711918847  ( 712 )
02:08:19 Analog: L@: 1.771783  # 1.77148744235  ( 713 )
02:09:19 Analog: L@: 1.763977  # 1.76773222117  ( 714 )
02:10:19 Analog: L@: 1.774384  # 1.77105811059  ( 715 )
02:11:19 Analog: L@: 1.774384  # 1.77272105529  ( 716 )
02:12:19 Analog: L@: 1.761376  # 1.76704852765  ( 717 )
02:13:19 Analog: L@: 1.774384  # 1.77071626382  ( 718 )
02:14:19 Analog: L@: 1.771783  # 1.77124963191  ( 719 )
02:15:19 Analog: L@: 1.766579  # 1.76891431596  ( 720 )
02:16:19 Analog: L@: 1.774384  # 1.77164915798  ( 721 )
02:17:19 Analog: L@: 1.776986  # 1.77431757899  ( 722 )
02:18:19 Analog: L@: 1.771783  # 1.77305028949  ( 723 )
02:19:19 Analog: L@: 1.779588  # 1.77631914475  ( 724 )
02:20:19 Analog: L@: 1.766579  # 1.77144907237  ( 725 )
02:21:19 Analog: L@: 1.769181  # 1.77031503619  ( 726 )
02:22:19 Analog: L@: 1.766579  # 1.76844701809  ( 727 )
02:23:19 Analog: L@: 1.763977  # 1.76621200905  ( 728 )
02:24:19 Analog: L@: 1.776986  # 1.77159900452  ( 729 )
02:25:19 Analog: L@: 1.769181  # 1.77039000226  ( 730 )
02:26:19 Analog: L@: 1.779588  # 1.77498900113  ( 731 )
02:27:20 Analog: L@: 1.771783  # 1.77338600057  ( 732 )
02:28:20 Analog: L@: 1.774384  # 1.77388500028  ( 733 )
02:29:20 Analog: L@: 1.774384  # 1.77413450014  ( 734 )
02:30:20 Analog: L@: 1.774384  # 1.77425925007  ( 735 )
02:31:20 Analog: L@: 1.766579  # 1.77041912504  ( 736 )
02:32:20 Analog: L@: 1.766579  # 1.76849906252  ( 737 )
02:33:20 Analog: L@: 1.776986  # 1.77274253126  ( 738 )
02:34:20 Analog: L@: 1.774384  # 1.77356326563  ( 739 )
02:35:20 Analog: L@: 1.769181  # 1.77137213281  ( 740 )
02:36:20 Analog: L@: 1.769181  # 1.77027656641  ( 741 )
02:37:20 Analog: L@: 1.774384  # 1.7723302832  ( 742 )
02:38:20 Analog: L@: 1.774384  # 1.7733571416  ( 743 )
02:39:20 Analog: L@: 1.771783  # 1.7725700708  ( 744 )
02:40:20 Analog: L@: 1.769181  # 1.7708755354  ( 745 )
02:41:20 Analog: L@: 1.771783  # 1.7713292677  ( 746 )
02:42:20 Analog: L@: 1.766579  # 1.76895413385  ( 747 )
02:43:20 Analog: L@: 1.763977  # 1.76646556693  ( 748 )
02:44:20 Analog: L@: 1.763977  # 1.76522128346  ( 749 )
02:45:20 Analog: L@: 1.776986  # 1.77110364173  ( 750 )
02:46:20 Analog: L@: 1.774384  # 1.77274382087  ( 751 )
02:47:20 Analog: L@: 1.769181  # 1.77096241043  ( 752 )
02:48:20 Analog: L@: 1.776986  # 1.77397420522  ( 753 )
02:49:20 Analog: L@: 1.774384  # 1.77417910261  ( 754 )
02:50:20 Analog: L@: 1.758774  # 1.7664765513  ( 755 )
02:51:20 Analog: L@: 1.763977  # 1.76522677565  ( 756 )
02:52:20 Analog: L@: 1.774384  # 1.76980538783  ( 757 )
02:53:20 Analog: L@: 1.769181  # 1.76949319391  ( 758 )
02:54:20 Analog: L@: 1.769181  # 1.76933709696  ( 759 )
02:55:20 Analog: L@: 1.761376  # 1.76535654848  ( 760 )
02:56:20 Analog: L@: 1.771783  # 1.76856977424  ( 761 )
02:57:20 Analog: L@: 1.774384  # 1.77147688712  ( 762 )
02:58:20 Analog: L@: 1.756172  # 1.76382444356  ( 763 )
02:59:20 Analog: L@: 1.769181  # 1.76650272178  ( 764 )
03:00:20 Analog: L@: 1.763977  # 1.76523986089  ( 765 )
03:01:20 Analog: L@: 1.769181  # 1.76721043044  ( 766 )
03:02:20 Analog: L@: 1.763977  # 1.76559371522  ( 767 )
03:03:21 Analog: L@: 1.779588  # 1.77259085761  ( 768 )
03:04:21 Analog: L@: 1.771783  # 1.77218692881  ( 769 )
03:05:21 Analog: L@: 1.774384  # 1.7732854644  ( 770 )
03:06:21 Analog: L@: 1.761376  # 1.7673307322  ( 771 )
03:07:21 Analog: L@: 1.774384  # 1.7708573661  ( 772 )
03:08:21 Analog: L@: 1.769181  # 1.77001918305  ( 773 )
